FPR,TPR,Threshold
0.0,0.0,inf
0.0,0.041666666666666664,0.9940315469644915
0.00980392156862745,0.041666666666666664,0.9909276110265407
0.00980392156862745,0.125,0.9873969785058286
0.029411764705882353,0.125,0.9585168219013328
0.029411764705882353,0.16666666666666666,0.9580650618892395
0.0392156862745098,0.16666666666666666,0.9483843684660027
0.0392156862745098,0.20833333333333334,0.9436825991256577
0.058823529411764705,0.20833333333333334,0.9264215079531607
0.058823529411764705,0.25,0.920388451255364
0.08823529411764706,0.25,0.8768311436855096
0.08823529411764706,0.3333333333333333,0.8272298479048105
0.10784313725490197,0.3333333333333333,0.7730310369362436
0.10784313725490197,0.375,0.77142250772499
0.12745098039215685,0.375,0.7618593047061303
0.12745098039215685,0.4166666666666667,0.6744698062451384
0.13725490196078433,0.4166666666666667,0.655554190429536
0.13725490196078433,0.4583333333333333,0.651899619182845
0.1568627450980392,0.4583333333333333,0.5681871810838661
0.1568627450980392,0.5416666666666666,0.49333771979643065
0.29411764705882354,0.5416666666666666,0.18221811039548302
0.29411764705882354,0.5833333333333334,0.14796744701450926
0.3235294117647059,0.5833333333333334,0.13076577848913853
0.3235294117647059,0.625,0.1163595771038155
0.3627450980392157,0.625,0.083752430065689
0.3627450980392157,0.6666666666666666,0.08150730632228326
0.39215686274509803,0.6666666666666666,0.054828445373705466
0.39215686274509803,0.7083333333333334,0.053837580274716995
0.4019607843137255,0.7083333333333334,0.04802303842279897
0.4019607843137255,0.75,0.0452466261969861
0.5098039215686274,0.75,0.026791479929332222
0.5098039215686274,0.7916666666666666,0.026694806171132665
0.5294117647058824,0.7916666666666666,0.026127225270287047
0.5294117647058824,0.8333333333333334,0.025315377828040588
0.6470588235294118,0.8333333333333334,0.017628777579486676
0.6470588235294118,0.875,0.01621768202032671
0.7352941176470589,0.875,0.0102290972735806
0.7352941176470589,0.9583333333333334,0.00912138375529542
0.8333333333333334,0.9583333333333334,0.007226612280721506
0.8333333333333334,1.0,0.007208934538588434
1.0,1.0,0.002938020554576812
