FPR,TPR,Threshold
0.0,0.0,inf
0.0,0.041666666666666664,0.9802879985591861
0.0,0.16666666666666666,0.9662272184357434
0.00980392156862745,0.16666666666666666,0.9633849302912478
0.00980392156862745,0.20833333333333334,0.9537327916839186
0.06862745098039216,0.20833333333333334,0.9291210341235484
0.06862745098039216,0.2916666666666667,0.9056404221983283
0.11764705882352941,0.2916666666666667,0.8188632435431011
0.11764705882352941,0.4166666666666667,0.7845482650537591
0.13725490196078433,0.4166666666666667,0.7722617366666994
0.13725490196078433,0.4583333333333333,0.7597006937793096
0.1568627450980392,0.4583333333333333,0.7347478987828843
0.1568627450980392,0.5,0.7043607900805917
0.17647058823529413,0.5,0.6772701363663711
0.17647058823529413,0.5416666666666666,0.6641071635300273
0.38235294117647056,0.5416666666666666,0.22343764344209543
0.38235294117647056,0.5833333333333334,0.22007702436739404
0.4019607843137255,0.5833333333333334,0.1925409936745189
0.4019607843137255,0.7083333333333334,0.1576696199641188
0.43137254901960786,0.7083333333333334,0.14008871219049746
0.43137254901960786,0.75,0.12485408823204193
0.47058823529411764,0.75,0.10080575653512787
0.47058823529411764,0.7916666666666666,0.09966276329454327
0.49019607843137253,0.7916666666666666,0.09814496968198023
0.49019607843137253,0.875,0.09616509645731111
0.5882352941176471,0.875,0.079120280077672
0.5882352941176471,0.9166666666666666,0.07881839398404407
0.7843137254901961,0.9166666666666666,0.04242717283759277
0.7843137254901961,0.9583333333333334,0.041886503784621006
0.8529411764705882,0.9583333333333334,0.034135134779344885
0.8529411764705882,1.0,0.03380773654581467
1.0,1.0,0.01308779856516628
